"","team","season","game_type","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified","bye","week_diff"
"13515","HOU",2021,"REG",2,"00-0033439","TE","Pharaoh Brown","Pharaoh","Brown","Ankle","Shoulder","Questionable","Ankle","Shoulder","Limited Participation in Practice","2021-09-17T19:52:30Z",10,-8
"13516","HOU",2021,"REG",4,"00-0036069","RB","Scottie Phillips","Scottie","Phillips","Illness","","Out","Illness","","Did Not Participate In Practice","2021-10-01T19:52:37Z",10,-6
"13517","HOU",2021,"REG",4,"00-0031097","CB","Terrance Mitchell","Terrance","Mitchell","Concussion","Illness","Questionable","Concussion","Illness","Limited Participation in Practice","2021-10-01T19:52:19Z",10,-6
"13518","HOU",2021,"REG",4,"00-0036844","LB","Garret Wallow","Garret","Wallow","Illness","","Questionable","Illness","","Limited Participation in Practice","2021-10-01T19:52:19Z",10,-6
"13519","HOU",2021,"REG",2,"00-0032437","LB","Kamu Grugier-Hill","Kamu","Grugier-Hill","Illness","","Questionable","Illness","","Did Not Participate In Practice","2021-09-17T19:52:30Z",10,-8
"13520","HOU",2021,"REG",14,"00-0034594","S","A.J. Moore","A.J.","Moore","Hip","","Questionable","Hip","","Limited Participation in Practice","2021-12-10T21:56:23Z",10,4
"13522","HOU",2021,"REG",6,"00-0032380","T","Laremy Tunsil","Laremy","Tunsil","Thumb","","Out","Thumb","","Did Not Participate In Practice","2021-10-15T18:47:21Z",10,-4
"13524","HOU",2021,"REG",11,"00-0032581","CB","Cre'von LeBlanc","Cre'von","LeBlanc","Illness","","Questionable","Illness","","Did Not Participate In Practice","2021-11-19T20:44:17Z",10,1
"13525","HOU",2021,"REG",4,"00-0033537","QB","Deshaun Watson","Deshaun","Watson","Not injury related - personal matter","","Out","Not injury related - personal matter","","Did Not Participate In Practice","2021-10-01T19:52:45Z",10,-6
"13526","HOU",2021,"REG",11,"00-0036224","DE","Jonathan Greenard","Jonathan","Greenard","Foot","","Questionable","Foot","","Limited Participation in Practice","2021-11-19T20:44:17Z",10,1
"13528","IND",2021,"REG",13,"00-0027914","S","Andrew Sendejo","Andrew","Sendejo","Calf","","Questionable","Calf","","Full Participation in Practice","2021-12-03T20:22:06Z",14,-1
"13529","IND",2021,"REG",5,"00-0035637","CB","Rock Ya-Sin","Rock","Ya-Sin","Ankle","","Out","Ankle","","Limited Participation in Practice","2021-10-09T19:08:35Z",14,-9
"13531","IND",2021,"REG",13,"00-0030181","TE","Jack Doyle","Jack","Doyle","Knee","","Questionable","Knee","","Full Participation in Practice","2021-12-03T20:22:06Z",14,-1
"13532","IND",2021,"REG",13,"00-0032378","DT","DeForest Buckner","DeForest","Buckner","Knee","Foot","Questionable","Knee","Foot","Full Participation in Practice","2021-12-03T20:22:06Z",14,-1
"13534","IND",2021,"REG",3,"00-0032950","QB","Carson Wentz","Carson","Wentz","Ankles","","Questionable","Ankles","","Limited Participation in Practice","2021-09-24T18:57:39Z",14,-11
"13535","IND",2021,"REG",16,"00-0032383","C","Ryan Kelly","Ryan","Kelly","Not injury related - personal matter","","Out","Not injury related - personal matter","","Did Not Participate In Practice","2021-12-23T20:45:34Z",14,2
"13538","IND",2021,"REG",8,"00-0034836","T","Braden Smith","Braden","Smith","Foot","Thumb","Questionable","Foot","Thumb","Full Participation in Practice","2021-10-29T18:36:12Z",14,-6
"13543","IND",2021,"REG",5,"00-0035530","S","Khari Willis","Khari","Willis","Ankle","Groin","Questionable","Ankle","Groin","Limited Participation in Practice","2021-10-09T19:07:56Z",14,-9
"13547","IND",2021,"REG",3,"00-0034836","T","Braden Smith","Braden","Smith","Foot","Thumb","Out","Foot","Thumb","Did Not Participate In Practice","2021-09-24T18:58:06Z",14,-11
"13551","IND",2021,"REG",8,"00-0030575","CB","Xavier Rhodes","Xavier","Rhodes","Calf","","Questionable","Calf","","Full Participation in Practice","2021-10-29T18:36:12Z",14,-6
"13552","IND",2021,"REG",16,"00-0027914","S","Andrew Sendejo","Andrew","Sendejo","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-12-23T20:45:38Z",14,2
"13555","IND",2021,"REG",1,"00-0030584","T","Eric Fisher","Eric","Fisher","Achilles","","Out","Achilles","","Limited Participation in Practice","2021-09-10T19:50:11Z",14,-13
"13556","IND",2021,"REG",7,"00-0034354","DE","Kemoko Turay","Kemoko","Turay","Groin","","Out","Groin","","Did Not Participate In Practice","2021-10-22T19:47:37Z",14,-7
"13557","IND",2021,"REG",5,"00-0034836","T","Braden Smith","Braden","Smith","Foot","Thumb","Out","Foot","Thumb","Did Not Participate In Practice","2021-10-09T19:08:16Z",14,-9
"13558","IND",2021,"REG",5,"00-0034400","RB","Jordan Wilkins","Jordan","Wilkins","Non-Football Illness","","Out","Non-Football Illness","","Did Not Participate In Practice","2021-10-09T19:08:26Z",14,-9
"13559","IND",2021,"REG",12,"00-0034342","G","Quenton Nelson","Quenton","Nelson","Ankle","","Questionable","Ankle","","Full Participation in Practice","2021-11-26T20:03:21Z",14,-2
"13560","IND",2021,"REG",8,"00-0036385","CB","Thakarius Keyes","Thakarius","Keyes","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2021-10-29T18:36:22Z",14,-6
"13561","IND",2021,"REG",8,"00-0029608","WR","T.Y. Hilton","T.Y.","Hilton","Quadricep","","Questionable","Quadricep","","Full Participation in Practice","2021-10-29T18:36:12Z",14,-6
"13564","IND",2021,"REG",6,"00-0035849","K","Rodrigo Blankenship","Rodrigo","Blankenship","right Hip","","Out","right Hip","","Did Not Participate In Practice","2021-10-15T18:58:15Z",14,-8
"13567","IND",2021,"REG",4,"00-0035637","CB","Rock Ya-Sin","Rock","Ya-Sin","Ankle","","Out","Ankle","","Did Not Participate In Practice","2021-10-01T18:30:45Z",14,-10
"13568","IND",2021,"REG",7,"00-0036253","S","Julian Blackmon","Julian","Blackmon","Achilles","","Out","Achilles","","Did Not Participate In Practice","2021-10-22T19:47:04Z",14,-7
"13570","IND",2021,"REG",3,"00-0036229","LB","Jordan Glasgow","Jordan","Glasgow","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-09-24T18:57:55Z",14,-11
"13571","IND",2021,"REG",2,"00-0035639","WR","Parris Campbell","Parris","Campbell","Abdomen","","Questionable","Abdomen","","Limited Participation in Practice","2021-09-17T19:48:21Z",14,-12
"13572","IND",2021,"REG",12,"00-0034846","LB","Shaquille Leonard","Shaquille","Leonard","Ankle","","Questionable","Ankle","","Full Participation in Practice","2021-11-26T20:03:21Z",14,-2
"13575","IND",2021,"REG",2,"00-0036252","WR","Michael Pittman","Michael","Pittman","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2021-09-17T19:48:21Z",14,-12
"13580","IND",2021,"REG",6,"00-0034400","RB","Jordan Wilkins","Jordan","Wilkins","Non-Football Illness","","Out","Non-Football Illness","","Did Not Participate In Practice","2021-10-15T18:58:51Z",14,-8
"13582","IND",2021,"REG",1,"00-0030575","CB","Xavier Rhodes","Xavier","Rhodes","Calf","","Out","Calf","","Did Not Participate In Practice","2021-09-10T19:50:23Z",14,-13
"13583","IND",2021,"REG",1,"00-0034354","DE","Kemoko Turay","Kemoko","Turay","Groin","","Out","Groin","","Did Not Participate In Practice","2021-09-10T19:50:28Z",14,-13
"13584","IND",2021,"REG",1,"00-0034342","G","Quenton Nelson","Quenton","Nelson","Foot","Back","Questionable","Foot","Back","Full Participation in Practice","2021-09-10T19:49:54Z",14,-13
"13587","IND",2021,"REG",2,"00-0036479","DE","Kwity Paye","Kwity","Paye","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2021-09-17T19:48:21Z",14,-12
"13588","IND",2021,"REG",9,"00-0035530","S","Khari Willis","Khari","Willis","Calf","","Out","Calf","","Did Not Participate In Practice","2021-11-03T18:56:00Z",14,-5
"13593","IND",2021,"REG",4,"00-0035530","S","Khari Willis","Khari","Willis","Ankle","Groin","Out","Ankle","Groin","Did Not Participate In Practice","2021-10-01T18:30:39Z",14,-10
"13597","IND",2021,"REG",5,"00-0033588","DE","Isaac Rochell","Isaac","Rochell","Illness","","Out","","","
    ","2021-10-10T18:01:40Z",14,-9
"13598","IND",2021,"REG",1,"00-0036215","G","Danny Pinter","Danny","Pinter","Foot","","Questionable","Foot","","Full Participation in Practice","2021-09-10T19:49:54Z",14,-13
"13599","IND",2021,"REG",15,"00-0032871","DT","Antwaun Woods","Antwaun","Woods","Calf","","Out","Calf","","Did Not Participate In Practice","2021-12-16T20:32:54Z",14,1
"13601","IND",2021,"REG",10,"00-0032378","DT","DeForest Buckner","DeForest","Buckner","Back","","Questionable","Back","","Did Not Participate In Practice","2021-11-12T19:31:36Z",14,-4
"13602","IND",2021,"REG",15,"00-0032383","C","Ryan Kelly","Ryan","Kelly","Knee Illness","Not injury related - personal matter","Questionable","Knee Illness","Not injury related - personal ","Did Not Participate In Practice","2021-12-16T20:32:43Z",14,1
"13605","IND",2021,"REG",6,"00-0027914","S","Andrew Sendejo","Andrew","Sendejo","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-10-15T18:58:34Z",14,-8
"13606","IND",2021,"REG",6,"00-0034354","DE","Kemoko Turay","Kemoko","Turay","Groin","","Out","Groin","","Did Not Participate In Practice","2021-10-15T18:58:45Z",14,-8
"13608","IND",2021,"REG",2,"00-0030575","CB","Xavier Rhodes","Xavier","Rhodes","Calf","","Out","Calf","","Did Not Participate In Practice","2021-09-17T19:48:50Z",14,-12
"13609","IND",2021,"REG",6,"00-0030575","CB","Xavier Rhodes","Xavier","Rhodes","Concussion","","Questionable","Concussion","","Full Participation in Practice","2021-10-15T18:58:27Z",14,-8
"13610","IND",2021,"REG",4,"00-0031581","G","Mark Glowinski","Mark","Glowinski","Knee","","Questionable","Knee","","Full Participation in Practice","2021-10-01T18:30:08Z",14,-10
"13611","IND",2021,"REG",5,"00-0036479","DE","Kwity Paye","Kwity","Paye","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2021-10-09T19:08:11Z",14,-9
"13614","IND",2021,"REG",15,"00-0033952","DT","Grover Stewart","Grover","Stewart","Illness","","Questionable","","","
    ","2021-12-17T19:44:48Z",14,1
"13616","IND",2021,"REG",7,"00-0029608","WR","T.Y. Hilton","T.Y.","Hilton","Quadricep","","Questionable","Quadricep","","Did Not Participate In Practice","2021-10-22T19:46:58Z",14,-7
"13618","IND",2021,"REG",4,"00-0034342","G","Quenton Nelson","Quenton","Nelson","Ankle","Knee","Out","Ankle","Knee","Did Not Participate In Practice","2021-10-01T18:30:23Z",14,-10
"13619","IND",2021,"REG",4,"00-0036479","DE","Kwity Paye","Kwity","Paye","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2021-10-01T18:30:26Z",14,-10
"13620","IND",2021,"REG",6,"00-0034836","T","Braden Smith","Braden","Smith","Foot","Thumb","Out","Foot","Thumb","Did Not Participate In Practice","2021-10-15T18:58:39Z",14,-8
"13622","IND",2021,"REG",2,"00-0034836","T","Braden Smith","Braden","Smith","Foot","","Out","Foot","","Did Not Participate In Practice","2021-09-17T19:48:56Z",14,-12
"13626","IND",2021,"REG",4,"00-0032950","QB","Carson Wentz","Carson","Wentz","Ankles","","Questionable","Ankles","","Limited Participation in Practice","2021-10-01T18:30:08Z",14,-10
"13627","IND",2021,"REG",2,"00-0034342","G","Quenton Nelson","Quenton","Nelson","Foot","Back","Questionable","Foot","Back","Limited Participation in Practice","2021-09-17T19:48:21Z",14,-12
"13628","IND",2021,"REG",7,"00-0034836","T","Braden Smith","Braden","Smith","Foot","Thumb","Out","Foot","Thumb","Limited Participation in Practice","2021-10-22T19:47:30Z",14,-7
"13633","IND",2021,"REG",4,"00-0034836","T","Braden Smith","Braden","Smith","Foot","Thumb","Out","Foot","Thumb","Did Not Participate In Practice","2021-10-01T18:30:30Z",14,-10
"13637","IND",2021,"REG",4,"00-0030181","TE","Jack Doyle","Jack","Doyle","Back","","Questionable","Back","","Limited Participation in Practice","2021-10-01T18:30:08Z",14,-10
"13638","IND",2021,"REG",4,"00-0036223","RB","Jonathan Taylor","Jonathan","Taylor","Knee","","Questionable","Knee","","Limited Participation in Practice","2021-10-01T18:30:08Z",14,-10
"13639","IND",2021,"REG",7,"00-0034400","RB","Jordan Wilkins","Jordan","Wilkins","Non-Football Illness","","Out","Non-Football Illness","","Did Not Participate In Practice","2021-10-22T19:47:42Z",14,-7
"13640","IND",2021,"REG",7,"00-0035637","CB","Rock Ya-Sin","Rock","Ya-Sin","Ankle","","Out","Ankle","","Did Not Participate In Practice","2021-10-22T19:47:46Z",14,-7
"13641","IND",2021,"REG",9,"00-0029608","WR","T.Y. Hilton","T.Y.","Hilton","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-11-03T18:55:53Z",14,-5
"13643","IND",2021,"REG",17,"00-0030584","T","Eric Fisher","Eric","Fisher","Knee/Shoulder/Toe","","Questionable","Knee/Shoulder/Toe","","Did Not Participate In Practice","2021-12-31T20:03:31Z",14,3
"13650","IND",2021,"REG",2,"00-0036253","S","Julian Blackmon","Julian","Blackmon","Back","","Questionable","Back","","Did Not Participate In Practice","2021-09-17T19:48:21Z",14,-12
"13651","IND",2021,"REG",2,"00-0030584","T","Eric Fisher","Eric","Fisher","Achilles","","Questionable","Achilles","","Full Participation in Practice","2021-09-17T19:48:21Z",14,-12
"13654","IND",2021,"REG",10,"00-0030575","CB","Xavier Rhodes","Xavier","Rhodes","Calf","","Out","Calf","","Did Not Participate In Practice","2021-11-12T19:31:45Z",14,-4
"13655","IND",2021,"REG",17,"00-0031581","G","Mark Glowinski","Mark","Glowinski","Illness","","Questionable","Illness","","Limited Participation in Practice","2021-12-31T20:03:31Z",14,3
"13656","IND",2021,"REG",17,"00-0027914","S","Andrew Sendejo","Andrew","Sendejo","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-12-31T20:03:41Z",14,3
"13658","IND",2021,"REG",9,"00-0034342","G","Quenton Nelson","Quenton","Nelson","Toe","","Questionable","Toe","","Limited Participation in Practice","2021-11-03T18:55:44Z",14,-5
"13665","IND",2021,"REG",2,"00-0035530","S","Khari Willis","Khari","Willis","Illness","","Questionable","Illness","","Full Participation in Practice","2021-09-17T19:48:21Z",14,-12
"13668","IND",2021,"REG",17,"00-0030181","TE","Jack Doyle","Jack","Doyle","Knee","Ankle","Questionable","Knee","Ankle","Full Participation in Practice","2021-12-31T20:03:31Z",14,3
"13669","IND",2021,"REG",18,"00-0032378","DT","DeForest Buckner","DeForest","Buckner","Knee","","Questionable","Knee","","Did Not Participate In Practice","2022-01-07T19:12:32Z",14,4
"13674","IND",2021,"REG",18,"00-0030575","CB","Xavier Rhodes","Xavier","Rhodes","Hamstring","","Out","Hamstring","","Did Not Participate In Practice","2022-01-07T19:12:49Z",14,4
"13678","IND",2021,"REG",11,"00-0034846","LB","Shaquille Leonard","Shaquille","Leonard","Ankle","Hand","Questionable","Ankle","Hand","Limited Participation in Practice","2021-11-19T19:38:03Z",14,-3
"13681","JAX",2021,"REG",5,"00-0036974","CB","Tyson Campbell","Tyson","Campbell","Toe","","Questionable","Toe","","Limited Participation in Practice","2021-10-08T17:14:15Z",7,-2
"13686","JAX",2021,"REG",5,"00-0032667","DT","Roy Robertson-Harris","Roy","Robertson-Harris","Ankle","Illness","Out","Ankle","Illness","Did Not Participate In Practice","2021-10-08T17:14:26Z",7,-2
"13689","JAX",2021,"REG",6,"00-0032667","DT","Roy Robertson-Harris","Roy","Robertson-Harris","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2021-10-15T14:33:10Z",7,-1
"13695","JAX",2021,"REG",13,"00-0033926","CB","Shaquill Griffin","Shaquill","Griffin","Concussion","","Out","Concussion","","Limited Participation in Practice","2021-12-03T17:38:09Z",7,6
"13701","JAX",2021,"REG",4,"00-0032667","DT","Roy Robertson-Harris","Roy","Robertson-Harris","Ankle","","Out","Ankle","","Limited Participation in Practice","2021-09-29T17:41:37Z",7,-3
"13709","JAX",2021,"REG",1,"00-0036868","DE","Jordan Smith","Jordan","Smith","Knee","","Questionable","Knee","","Limited Participation in Practice","2021-09-10T18:40:42Z",7,-6
"13713","JAX",2021,"REG",2,"00-0029799","DE","Lerentee McCray","Lerentee","McCray","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2021-09-17T17:09:47Z",7,-5
"13723","JAX",2021,"REG",4,"00-0032087","K","Josh Lambo","Josh","Lambo","Not injury related - personal matter","","Out","Not injury related - personal matter","","Did Not Participate In Practice","2021-09-29T17:41:31Z",7,-3
"13727","JAX",2021,"REG",5,"00-0029799","DE","Lerentee McCray","Lerentee","McCray","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2021-10-08T17:14:15Z",7,-2
"13733","JAX",2021,"REG",8,"00-0036881","DT","Jay Tufele","Jay","Tufele","Hand","","Out","Hand","","Did Not Participate In Practice","2021-10-29T16:51:21Z",7,1
"13735","JAX",2021,"REG",1,"00-0036974","CB","Tyson Campbell","Tyson","Campbell","Calf","","Questionable","Calf","","Limited Participation in Practice","2021-09-10T18:40:42Z",7,-6
"13736","JAX",2021,"REG",8,"00-0036974","CB","Tyson Campbell","Tyson","Campbell","Toe","","Questionable","Toe","","Limited Participation in Practice","2021-10-29T16:51:42Z",7,1
"13737","JAX",2021,"REG",8,"00-0036262","DT","Davon Hamilton","Davon","Hamilton","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2021-10-29T16:52:10Z",7,1
"13738","JAX",2021,"REG",2,"00-0034516","CB","Tre Herndon","Tre","Herndon","Knee","","Out","Knee","","Limited Participation in Practice","2021-09-17T17:10:15Z",7,-5
"13747","JAX",2021,"REG",1,"00-0034516","CB","Tre Herndon","Tre","Herndon","Knee","","Out","Knee","","Did Not Participate In Practice","2021-09-10T18:40:51Z",7,-6
"13751","JAX",2021,"REG",13,"00-0035831","RB","James Robinson","James","Robinson","Heel","Knee","Questionable","Heel","Knee","Limited Participation in Practice","2021-12-03T17:38:36Z",7,6
"13752","JAX",2021,"REG",11,"00-0035670","LB","Dakota Allen","Dakota","Allen","Shoulder","","Out","Shoulder","","Limited Participation in Practice","2021-11-19T18:50:20Z",7,4
"13753","JAX",2021,"REG",11,"00-0035831","RB","James Robinson","James","Robinson","Heel","Knee","Questionable","Heel","Knee","Limited Participation in Practice","2021-11-19T18:50:42Z",7,4
"13755","JAX",2021,"REG",2,"00-0036868","DE","Jordan Smith","Jordan","Smith","Knee","","Questionable","Knee","","Limited Participation in Practice","2021-09-17T17:09:47Z",7,-5
"13763","JAX",2021,"REG",6,"00-0033631","T","Rashaad Coward","Rashaad","Coward","Ankle","","Out","Ankle","","Did Not Participate In Practice","2021-10-15T14:34:22Z",7,-1
"13765","JAX",2021,"REG",6,"00-0036974","CB","Tyson Campbell","Tyson","Campbell","Toe","","Questionable","Toe","","Limited Participation in Practice","2021-10-15T14:32:48Z",7,-1
"13771","JAX",2021,"REG",16,"00-0029799","DE","Lerentee McCray","Lerentee","McCray","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2021-12-24T17:44:06Z",7,9
"13775","JAX",2021,"REG",15,"00-0031045","RB","Carlos Hyde","Carlos","Hyde","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-12-17T17:54:27Z",7,8
"13777","JAX",2021,"REG",6,"00-0032968","LB","Myles Jack","Myles","Jack","Back","","Out","Back","","Did Not Participate In Practice","2021-10-15T14:33:58Z",7,-1
"13779","JAX",2021,"REG",14,"00-0031369","C","Brandon Linder","Brandon","Linder","Back","","Out","Back","","Did Not Participate In Practice","2021-12-10T17:52:23Z",7,7
"13783","JAX",2021,"REG",16,"00-0031369","C","Brandon Linder","Brandon","Linder","Quadricep","","Questionable","Quadricep","","Did Not Participate In Practice","2021-12-24T17:43:19Z",7,9
"13789","JAX",2021,"REG",17,"00-0031176","CB","Nevin Lawson","Nevin","Lawson","Illness","","Out","","","
    ","2022-01-01T20:12:57Z",7,10
"13790","JAX",2021,"REG",17,"00-0031951","TE","James O'Shaughnessy","James","O'Shaughnessy","Hip","","Out","Hip","","Did Not Participate In Practice","2021-12-31T17:27:37Z",7,10
"13791","JAX",2021,"REG",17,"00-0035670","LB","Dakota Allen","Dakota","Allen","Shoulder","","Questionable","Shoulder","","Limited Participation in Practice","2021-12-31T17:27:18Z",7,10
"13795","JAX",2021,"REG",10,"00-0035831","RB","James Robinson","James","Robinson","Heel","","Questionable","Heel","","Limited Participation in Practice","2021-11-12T17:44:52Z",7,3
"13796","JAX",2021,"REG",12,"00-0033926","CB","Shaquill Griffin","Shaquill","Griffin","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-11-26T17:39:18Z",7,5
"13797","JAX",2021,"REG",3,"00-0036281","CB","C.J. Henderson","C.J.","Henderson","Groin","Illness","Questionable","Groin","Illness","Limited Participation in Practice","2021-09-24T18:19:56Z",7,-4
"13798","JAX",2021,"REG",3,"00-0034516","CB","Tre Herndon","Tre","Herndon","Knee","","Questionable","Knee","","Limited Participation in Practice","2021-09-24T18:18:55Z",7,-4
"13803","JAX",2021,"REG",3,"00-0032667","DT","Roy Robertson-Harris","Roy","Robertson-Harris","Ankle","","Questionable","Ankle","","Limited Participation in Practice","2021-09-24T18:19:07Z",7,-4
"13804","JAX",2021,"REG",18,"00-0031951","TE","James O'Shaughnessy","James","O'Shaughnessy","Hip","","Out","Hip","","Did Not Participate In Practice","2022-01-07T19:26:27Z",7,11
"13808","JAX",2021,"REG",9,"00-0035831","RB","James Robinson","James","Robinson","Heel","","Questionable","Heel","","Limited Participation in Practice","2021-11-05T17:27:07Z",7,2
"13809","JAX",2021,"REG",18,"00-0030525","WR","Tavon Austin","Tavon","Austin","Hamstring","","Questionable","","","
    ","2022-01-08T19:01:40Z",7,11
"13824","KC",2021,"REG",1,"00-0030459","S","Tyrann Mathieu","Tyrann","Mathieu","Illness","","Questionable","","","
    ","2021-09-11T20:34:43Z",12,-11
"13826","KC",2021,"REG",14,"00-0034145","CB","Chris Lammons","Chris","Lammons","Ankle","","Out","Ankle","","Did Not Participate In Practice","2021-12-10T20:19:53Z",12,2
"13827","KC",2021,"REG",1,"00-0032455","C","Austin Blythe","Austin","Blythe","Abdomen","","Out","Abdomen","","Did Not Participate In Practice","2021-09-10T19:44:51Z",12,-11
"13838","KC",2021,"REG",1,"00-0032210","DE","Frank Clark","Frank","Clark","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2021-09-10T19:44:30Z",12,-11
"13839","KC",2021,"REG",1,"00-0034818","DT","Derrick Nnadi","Derrick","Nnadi","Hip","","Questionable","Hip","","Limited Participation in Practice","2021-09-10T19:44:30Z",12,-11
"13840","KC",2021,"REG",6,"00-0033040","WR","Tyreek Hill","Tyreek","Hill","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2021-10-15T19:23:25Z",12,-6
"13841","KC",2021,"REG",4,"00-0035147","CB","Rashad Fenton","Rashad","Fenton","Concussion","","Out","Concussion","","Did Not Participate In Practice","2021-10-01T19:03:04Z",12,-8
"13842","KC",2021,"REG",4,"00-0032210","DE","Frank Clark","Frank","Clark","Hamstring","","Questionable","Hamstring","","Limited Participation in Practice","2021-10-01T19:02:43Z",12,-8
"13847","KC",2021,"REG",10,"00-0036367","T","Lucas Niang","Lucas","Niang","Ribs","","Out","Ribs","","Did Not Participate In Practice","2021-11-12T20:31:38Z",12,-2
"13848","KC",2021,"REG",10,"00-0029164","T","Mike Remmers","Mike","Remmers","Knee","","Out","Knee","","Did Not Participate In Practice","2021-11-12T20:31:43Z",12,-2
"13849","KC",2021,"REG",10,"00-0036374","CB","L'Jarius Sneed","L'Jarius","Sneed","Ankle","Wrist","Questionable","Ankle","Wrist","Full Participation in Practice","2021-11-12T20:31:12Z",12,-2
"13850","KC",2021,"REG",3,"00-0032210","DE","Frank Clark","Frank","Clark","Hamstring","","Doubtful","Hamstring","","Did Not Participate In Practice","2021-09-24T19:55:40Z",12,-9
"13854","KC",2021,"REG",7,"00-0031595","RB","Michael Burton","Michael","Burton","Pectoral","","Out","Pectoral","","Did Not Participate In Practice","2021-10-22T19:53:39Z",12,-5
"13855","KC",2021,"REG",7,"00-0035547","TE","Joe Fortson","Joe","Fortson","Achilles","","Out","Achilles","","Did Not Participate In Practice","2021-10-22T19:53:53Z",12,-5
"13856","KC",2021,"REG",7,"00-0031348","LB","Anthony Hitchens","Anthony","Hitchens","Triceps","","Out","Triceps","","Did Not Participate In Practice","2021-10-22T19:54:03Z",12,-5
"13857","KC",2021,"REG",7,"00-0032762","DE","Chris Jones","Chris","Jones","Wrist","","Questionable","Wrist","","Full Participation in Practice","2021-10-22T19:53:00Z",12,-5
"13864","KC",2021,"REG",3,"00-0034573","CB","Charvarius Ward","Charvarius","Ward","Quadricep","","Questionable","Quadricep","","Did Not Participate In Practice","2021-09-24T19:55:17Z",12,-9
"13865","KC",2021,"REG",3,"00-0032762","DE","Chris Jones","Chris","Jones","Wrist","","Questionable","Wrist","","Limited Participation in Practice","2021-09-24T19:55:17Z",12,-9
"13884","KC",2021,"REG",4,"00-0034573","CB","Charvarius Ward","Charvarius","Ward","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2021-10-01T19:02:43Z",12,-8
"13894","KC",2021,"REG",13,"00-0035147","CB","Rashad Fenton","Rashad","Fenton","Knee","","Out","Knee","","Did Not Participate In Practice","2021-12-03T20:34:51Z",12,1
"13895","KC",2021,"REG",6,"00-0032391","G","Joe Thuney","Joe","Thuney","Hand","","Questionable","Hand","","Full Participation in Practice","2021-10-15T19:23:25Z",12,-6
"13898","KC",2021,"REG",7,"00-0032391","G","Joe Thuney","Joe","Thuney","Hand","","Questionable","Hand","","Full Participation in Practice","2021-10-22T19:53:00Z",12,-5
"13899","KC",2021,"REG",7,"00-0033040","WR","Tyreek Hill","Tyreek","Hill","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2021-10-22T19:53:00Z",12,-5
"13900","KC",2021,"REG",7,"00-0034573","CB","Charvarius Ward","Charvarius","Ward","Quadricep","","Questionable","Quadricep","","Limited Participation in Practice","2021-10-22T19:53:00Z",12,-5
"13901","KC",2021,"REG",16,"00-0036367","T","Lucas Niang","Lucas","Niang","not injury related","","Questionable","","","
    ","2021-12-25T23:13:51Z",12,4
"13904","KC",2021,"REG",14,"00-0036374","CB","L'Jarius Sneed","L'Jarius","Sneed","Not injury related - personal matter","","Questionable","","","
    ","2021-12-11T23:05:48Z",12,2
"13905","KC",2021,"REG",14,"00-0035147","CB","Rashad Fenton","Rashad","Fenton","Knee","","Questionable","Knee","","Limited Participation in Practice","2021-12-10T20:19:41Z",12,2
"13906","KC",2021,"REG",14,"00-0036367","T","Lucas Niang","Lucas","Niang","Ribs","","Questionable","Ribs","","Limited Participation in Practice","2021-12-10T20:19:41Z",12,2
"13911","KC",2021,"REG",11,"00-0034680","S","Armani Watts","Armani","Watts","Illness","","Questionable","Illness","","Did Not Participate In Practice","2021-11-19T20:59:36Z",12,-1
"13912","KC",2021,"REG",11,"00-0036374","CB","L'Jarius Sneed","L'Jarius","Sneed","Knee","","Questionable","Knee","","Limited Participation in Practice","2021-11-19T20:59:36Z",12,-1
"13913","KC",2021,"REG",18,"00-0036360","RB","Clyde Edwards-Helaire","Clyde","Edwards-Helaire","Shoulder","","Out","Shoulder","","Did Not Participate In Practice","2022-01-06T20:00:27Z",12,6
"13924","KC",2021,"REG",8,"00-0031348","LB","Anthony Hitchens","Anthony","Hitchens","Triceps","","Out","Triceps","","Did Not Participate In Practice","2021-10-30T19:51:37Z",12,-4
"13931","KC",2021,"REG",6,"00-0032062","TE","Blake Bell","Blake","Bell","Back","","Out","Back","","Did Not Participate In Practice","2021-10-15T19:23:49Z",12,-6
